certitude	161.167092039
characterised	161.167092039
chattered	161.167092039
chicken-house	161.167092039
chicken-yards	161.167092039
chided	161.167092039
clothes-bags	161.167092039
clouted	161.167092039
clouts	161.167092039
counselled	161.167092039
court-room	161.167092039
cower	161.167092039
coyly	161.167092039
crooned	161.167092039
cross-roads	161.167092039
determinedly	161.167092039
differentiate	161.167092039
doglike	161.167092039
don't	161.167092039
dregs	161.167092039
drooped	161.167092039
dweller	161.167092039
dwindled	161.167092039
easement	161.167092039
emitted	161.167092039
emptily	161.167092039
enjoyable	161.167092039
equilibrium	161.167092039
erstwhile	161.167092039
fan-formation	161.167092039
favours	161.167092039
feelin	161.167092039
fences	161.167092039
flickered	161.167092039
forage	161.167092039
foraged	161.167092039
foraging	161.167092039
fore-	161.167092039
fore-legs	161.167092039
forsook	161.167092039
frantically	161.167092039
fresh-caught	161.167092039
futilely	161.167092039
generalisation	161.167092039
gloated	161.167092039
godlike	161.167092039
good-bye	161.167092039
gorged	161.167092039
gosh-swoggled	161.167092039
greeting	161.167092039
half-digested	161.167092039
harnessed	161.167092039
harnesses	161.167092039
heredity	161.167092039
hind-leg	161.167092039
hubbub	161.167092039
huddling	161.167092039
hunkydory	161.167092039
hunting-cries	161.167092039
husky	161.167092039
immobility	161.167092039
impulsions	161.167092039
intentness	161.167092039
interminably	161.167092039
jackrabbit	161.167092039
ketch	161.167092039
ki-yi'd	161.167092039
kittens	161.167092039
licking	161.167092039
lightning-flash	161.167092039
limply	161.167092039
lolling	161.167092039
love-growl	161.167092039
love-making	161.167092039
lynx-mother	161.167092039
lynxes	161.167092039
make-	161.167092039
make-up	161.167092039
man-fashion	161.167092039
mangling	161.167092039
masterful	161.167092039
menacingly	161.167092039
minin	161.167092039
missile	161.167092039
monstrosity	161.167092039
mosquito	161.167092039
mother's	161.167092039
mouth-noises	161.167092039
munching	161.167092039
new-born	161.167092039
nips	161.167092039
nozzled	161.167092039
obediently	161.167092039
offen	161.167092039
orientation	161.167092039
outcast	161.167092039
overthrowing	161.167092039
pack-formation	161.167092039
palpitant	161.167092039
pats	161.167092039
peck	161.167092039
perforce	161.167092039
pervaded	161.167092039
petted	161.167092039
pine-knot	161.167092039
pre-eminently	161.167092039
primacy	161.167092039
prod	161.167092039
promptings	161.167092039
prospected	161.167092039
prowled	161.167092039
puniness	161.167092039
puny	161.167092039
puppyish	161.167092039
quail	161.167092039
quarrels	161.167092039
queried	161.167092039
rankling	161.167092039
rasping	161.167092039
realm	161.167092039
reasoned	161.167092039
recesses	161.167092039
ridiculousness	161.167092039
rose-colour	161.167092039
sah	161.167092039
saliva	161.167092039
scairt	161.167092039
scampered	161.167092039
scored	161.167092039
scrawny	161.167092039
screeching	161.167092039
sentenced	161.167092039
shamelessly	161.167092039
shrewdly	161.167092039
shrugged	161.167092039
slammed	161.167092039
slashes	161.167092039
sled-lashing	161.167092039
sleepily	161.167092039
snivelling	161.167092039
snowshoes	161.167092039
soft-tanned	161.167092039
sorrowed	161.167092039
sour	161.167092039
southland	161.167092039
squabble	161.167092039
squawk	161.167092039
squeal	161.167092039
squealing	161.167092039
stampeded	161.167092039
stiffened	161.167092039
stone-throwers	161.167092039
straddled	161.167092039
straying	161.167092039
stubbed	161.167092039
subconscious	161.167092039
sun-coloured	161.167092039
surcease	161.167092039
thereafter	161.167092039
thieving	161.167092039
thirty-foot	161.167092039
thrash	161.167092039
three-	161.167092039
throttling	161.167092039
tight-clenched	161.167092039
towered	161.167092039
tree-refuge	161.167092039
uncompanionable	161.167092039
underside	161.167092039
unloving	161.167092039
unroll	161.167092039
urges	161.167092039
vaster	161.167092039
velvet-	161.167092039
vendetta	161.167092039
whack	161.167092039
whoops	161.167092039
wild-dog	161.167092039
wishin	161.167092039
wistful	161.167092039
wolf-	161.167092039
wolf-howl	161.167092039
wolverine	161.167092039
wood-mice	161.167092039
wreaked	161.167092039
year-old	161.167092039
yearned	161.167092039
'Bout	161.132852164
'White	161.132852164
'on	161.132852164
'ready	161.132852164
'specially	161.132852164
'stead	161.132852164
't	161.132852164
Aint	161.132852164
Automatically	161.132852164
Avaricious	161.132852164
BONDAGE	161.132852164
Backward	161.132852164
Beasts	161.132852164
Bill's	161.132852164
Bitter	161.132852164
Bleeding	161.132852164
Blows	161.132852164
Body	161.132852164
Burning	161.132852164
CLINGING	161.132852164
COVENANT	161.132852164
CRY	161.132852164
CUB	161.132852164
Calmly	161.132852164
Cherokee's	161.132852164
Chopping	161.132852164
Commissioner	161.132852164
Company	161.132852164
Contented	161.132852164
Continually	161.132852164
Correct	161.132852164
Cringing	161.132852164
DOMAIN	161.132852164
Delay	161.132852164
Dog-mushers	161.132852164
Ducking	161.132852164
EAT	161.132852164
EATEN	161.132852164
ENEMY	161.132852164
Eskimo	161.132852164
Excited	161.132852164
Eyelashes	161.132852164
FAMINE	161.132852164
FANGS	161.132852164
FIRE	161.132852164
Faint	161.132852164
Faithfulness	161.132852164
Famine	161.132852164
Fifteen-two	161.132852164
Flinging	161.132852164
Formerly	161.132852164
Fresh	161.132852164
GODS	161.132852164
GREY	161.132852164
Generation	161.132852164
Goo	161.132852164
Good-bye	161.132852164
Growl	161.132852164
Growling	161.132852164
Gun	161.132852164
HATE	161.132852164
HUNGER	161.132852164
Hand-clapping	161.132852164
Hated	161.132852164
He'd	161.132852164
He'll	161.132852164
Here's	161.132852164
Hi-yu	161.132852164
Hunger	161.132852164
Hunting	161.132852164
I'd	161.132852164
I'll	161.132852164
INDOMITABLE	161.132852164
Impelled	161.132852164
Incidentally	161.132852164
Inoffensive	161.132852164
Insidiously	161.132852164
Instinct	161.132852164
Irresponsibility	161.132852164
Ishmaelite	161.132852164
Jes	161.132852164
Judgin	161.132852164
LAIR	161.132852164
LAW	161.132852164
LOVE-MASTER	161.132852164
Larger	161.132852164
Laughter	161.132852164
Leather	161.132852164
Leghorn	161.132852164
Lip-	161.132852164
Locked	161.132852164
Lonely	161.132852164
Long-distance	161.132852164
MAD	161.132852164
MAKERS	161.132852164
Makin	161.132852164
Malemutes	161.132852164
Mechanically	161.132852164
Midway	161.132852164
Moose	161.132852164
Moosehide	161.132852164
Mountain	161.132852164
Nearer	161.132852164
Nichols	161.132852164
OUTCAST	161.132852164
Obedience	161.132852164
Piece	161.132852164
Pinhead	161.132852164
Prevented	161.132852164
Public-spirited	161.132852164
Punishment	161.132852164
REIGN	161.132852164
Ra	161.132852164
Raa	161.132852164
Reassured	161.132852164
Remained	161.132852164
Rivers	161.132852164
SHE-WOLF	161.132852164
SLEEPING	161.132852164
SOUTHLAND	161.132852164
Sardanapolis	161.132852164
Sauntering	161.132852164
Savageness	161.132852164
Shoulder	161.132852164
Shouts	161.132852164
Shrinking	161.132852164
Sick	161.132852164
Sights	161.132852164
Sitting	161.132852164
Sooner	161.132852164
Spit	161.132852164
Splay	161.132852164
Stands	161.132852164
Strait-jackets	161.132852164
Stronger	161.132852164
Successful	161.132852164
Terror	161.132852164
That's	161.132852164
Them	161.132852164
Thenceforth	161.132852164
Thereafter	161.132852164
They're	161.132852164
Thinkin	161.132852164
Tormented	161.132852164
Tried	161.132852164
Twenty-four	161.132852164
Twilight	161.132852164
Unseen	161.132852164
Using	161.132852164
WALL	161.132852164
WOLF	161.132852164
What's	161.132852164
Whining	161.132852164
Withdrawn	161.132852164
Woven	161.132852164
Write	161.132852164
X-ray	161.132852164
_Aurora's_	161.132852164
_Like_	161.132852164
_Wabam	161.132852164
_chechaquos_	161.132852164
_knew_	161.132852164
_porte-cochere_	161.132852164
_remembered_	161.132852164
_think_	161.132852164
_to	161.132852164
a'ready	161.132852164
a-	161.132852164
a-buttin	161.132852164
a-done	161.132852164
a-feedin	161.132852164
a-goin	161.132852164
a-holdin	161.132852164
a-sellin	161.132852164
a-sittin	161.132852164
a-talkin	161.132852164
a-trembling	161.132852164
abdomen	161.132852164
abjectness	161.132852164
abysmal	161.132852164
accentuated	161.132852164
achieves	161.132852164
adaptable	161.132852164
admonishment	161.132852164
adventuring	161.132852164
ailin	161.132852164
alertness	161.132852164
alighting	161.132852164
all-	161.132852164
altars	161.132852164
ambitiously	161.132852164
amenable	161.132852164
ancestor	161.132852164
animal's	161.132852164
antagonists	161.132852164
antipathy	161.132852164
apace	161.132852164
apathetically	161.132852164
appurtenances	161.132852164
arch-fiend	161.132852164
ary	161.132852164
ascent	161.132852164
avenging	161.132852164
aversion	161.132852164
axes	161.132852164
axioms	161.132852164
b'gosh	161.132852164
back-	161.132852164
bad-tempered	161.132852164
baggage-car	161.132852164
baking-	161.132852164
baking-powder	161.132852164
ball-protection	161.132852164
bandage	161.132852164
barbed-wire	161.132852164
baring	161.132852164
basses	161.132852164
bed-time	161.132852164
beginnin	161.132852164
benumbed	161.132852164
besetting	161.132852164
better'n	161.132852164
bickered	161.132852164
bleedin	161.132852164
blissful	161.132852164
blistering	161.132852164
blood-	161.132852164
blood-drinker	161.132852164
blood-soaked	161.132852164
blood-ties	161.132852164
blue-	161.132852164
bluffs	161.132852164
bow-legged	161.132852164
break-up	161.132852164
breaking-up	161.132852164
breathin	161.132852164
brewing	161.132852164
briefest	161.132852164
bright-	161.132852164
bringer	161.132852164
bristlings	161.132852164
brooded	161.132852164
brother's	161.132852164
buds	161.132852164
buggy-whip	161.132852164
bulging	161.132852164
bull-	161.132852164
bulldog	161.132852164
burgeoning	161.132852164
burrowed	161.132852164
burrowing	161.132852164
bushwhack	161.132852164
bushwhacking	161.132852164
butcher-shops	161.132852164
butted	161.132852164
buzzed	161.132852164
buzzing	161.132852164
cached	161.132852164
calmed	161.132852164
camp-fire	161.132852164
camp-fires	161.132852164
camp-life	161.132852164
camp-outfit	161.132852164
camp-smoke	161.132852164
can't	161.132852164
cariboo	161.132852164
carpeted	161.132852164
carts	161.132852164
catlike	161.132852164
cautions	161.132852164
cave's	161.132852164
cave-	161.132852164
cave-door	161.132852164
cave-life	161.132852164
cave-wall	161.132852164
cavortin	161.132852164
centre-pin	161.132852164
chastisement	161.132852164
cheapen	161.132852164
chemically	161.132852164
chew	161.132852164
chicken-killer	161.132852164
chicken-killing	161.132852164
chicken-roost	161.132852164
chicken-yard	161.132852164
child-god	161.132852164
chop	161.132852164
chorused	161.132852164
chummed	161.132852164
churn	161.132852164
cinnamon-coloured	161.132852164
circuitous	161.132852164
claimants	161.132852164
classifiable	161.132852164
classifying	161.132852164
clawed	161.132852164
clawing	161.132852164
clay-bank	161.132852164
clinked	161.132852164
clip	161.132852164
clog	161.132852164
close-drawn	161.132852164
club-hand	161.132852164
clubbings	161.132852164
clumps	161.132852164
co-ordination	161.132852164
coat-sleeve	161.132852164
cocking	161.132852164
coffee-pot	161.132852164
cogitates	161.132852164
coma	161.132852164
commingled	161.132852164
commiseratingly	161.132852164
comportment	161.132852164
comprehendingly	161.132852164
compromised	161.132852164
compromising	161.132852164
compulsion	161.132852164
condescended	161.132852164
condoning	161.132852164
conduces	161.132852164
confidence-inspiring	161.132852164
confusions	161.132852164
contraption	161.132852164
correspondences	161.132852164
correspondingly	161.132852164
cosey	161.132852164
cottontails	161.132852164
coughing	161.132852164
counter-	161.132852164
counter-blow	161.132852164
counter-circlings	161.132852164
covetous	161.132852164
cowering	161.132852164
coy	161.132852164
coyness	161.132852164
crackerjack	161.132852164
crackling	161.132852164
craftier	161.132852164
creek	161.132852164
crestfallen	161.132852164
cresting	161.132852164
crevices	161.132852164
critter	161.132852164
croakin	161.132852164
croakin'	161.132852164
croaking	161.132852164
croon	161.132852164
cross-bars	161.132852164
crueller	161.132852164
crumbling	161.132852164
crystal-powder	161.132852164
crystallised	161.132852164
culminate	161.132852164
culminating	161.132852164
cut-offs	161.132852164
cutting-up	161.132852164
cylinder	161.132852164
damming	161.132852164
darknesses	161.132852164
darn	161.132852164
dast	161.132852164
daunt	161.132852164
day-	161.132852164
day-old	161.132852164
dazzled	161.132852164
dead-O	161.132852164
deadlier	161.132852164
death-cry	161.132852164
death-struggle	161.132852164
deceptively	161.132852164
decorous	161.132852164
decoy	161.132852164
deep-drawn	161.132852164
deep-porched	161.132852164
deer-hound	161.132852164
defiantly	161.132852164
deft	161.132852164
demeanour	161.132852164
denyin	161.132852164
deportment	161.132852164
depositing	161.132852164
deserting	161.132852164
desirefully	161.132852164
desisting	161.132852164
desperateness	161.132852164
despoiled	161.132852164
devilry	161.132852164
diagnosis	161.132852164
diagonally	161.132852164
dictum	161.132852164
digested	161.132852164
dim-	161.132852164
dimming	161.132852164
ding-dong-danged	161.132852164
dinned	161.132852164
directness	161.132852164
dirty-yellow	161.132852164
disastrously	161.132852164
discomfiture	161.132852164
disconcerted	161.132852164
disconcerting	161.132852164
discouraged	161.132852164
disgorged	161.132852164
dish-washing	161.132852164
dish-water	161.132852164
dishevelled	161.132852164
disinclined	161.132852164
dislikes	161.132852164
dislodge	161.132852164
dismounting	161.132852164
disobediently	161.132852164
disobeyed	161.132852164
disported	161.132852164
disrupted	161.132852164
ditch	161.132852164
dizzily	161.132852164
dog's	161.132852164
dog-	161.132852164
dog-chain	161.132852164
dog-food	161.132852164
dog-musher's	161.132852164
dog-team	161.132852164
dog-world	161.132852164
dogmatised	161.132852164
doings	161.132852164
domains	161.132852164
dose	161.132852164
doublings	161.132852164
downed	161.132852164
downstream	161.132852164
dozing	161.132852164
drenchings	161.132852164
dripped	161.132852164
drooling	161.132852164
drowsed	161.132852164
drowsing	161.132852164
drudgery	161.132852164
drying	161.132852164
dual	161.132852164
dulling	161.132852164
dully	161.132852164
dumb-mad	161.132852164
dumfounded	161.132852164
earth-space	161.132852164
easements	161.132852164
eaters	161.132852164
economised	161.132852164
efficacious	161.132852164
effusively	161.132852164
eked	161.132852164
elations	161.132852164
electrocute	161.132852164
emanations	161.132852164
emitting	161.132852164
employer's	161.132852164
encyclopaedia	161.132852164
endorsement	161.132852164
enfeeblement	161.132852164
enticingly	161.132852164
epitomised	161.132852164
equipage	161.132852164
erratic	161.132852164
evading	161.132852164
evidenced	161.132852164
exaltations	161.132852164
expeditions	161.132852164
explorer	161.132852164
expressin	161.132852164
expulsion	161.132852164
extricated	161.132852164
eye-teeth	161.132852164
faggots	161.132852164
familyarity	161.132852164
famines	161.132852164
fan-fashion	161.132852164
fanned	161.132852164
farm-bred	161.132852164
fastest-footed	161.132852164
fathered	161.132852164
fatherhood	161.132852164
feedin'	161.132852164
fellow-	161.132852164
fervid	161.132852164
festering	161.132852164
fevered	161.132852164
fiercest	161.132852164
fifteen-four	161.132852164
fifty-pound	161.132852164
fightin	161.132852164
finger-tips	161.132852164
fire-makers	161.132852164
fire-wood	161.132852164
firearm	161.132852164
firearms	161.132852164
firebrands	161.132852164
fish-racks	161.132852164
fizzle	161.132852164
flabby	161.132852164
flamed	161.132852164
flatten	161.132852164
flesh-and-	161.132852164
flesh-love	161.132852164
flick	161.132852164
flinching	161.132852164
followin	161.132852164
fomenter	161.132852164
fondling	161.132852164
food-getting	161.132852164
food-supply	161.132852164
footprint	161.132852164
foray	161.132852164
forded	161.132852164
fore-paw	161.132852164
forearm	161.132852164
foredoomed	161.132852164
foreran	161.132852164
forerunner	161.132852164
forest-stretches	161.132852164
forthright	161.132852164
forty-odd	161.132852164
forward-pushing	161.132852164
fount	161.132852164
founts	161.132852164
fragrances	161.132852164
fraternise	161.132852164
freezes	161.132852164
fresh-killed	161.132852164
fresh-made	161.132852164
frisk	161.132852164
frozen-hearted	161.132852164
frying-pan	161.132852164
full-bodied	161.132852164
full-throated	161.132852164
funerals	161.132852164
fur-	161.132852164
fur-protected	161.132852164
furry	161.132852164
furtive	161.132852164
fusillade	161.132852164
gala	161.132852164
gamble	161.132852164
gambolled	161.132852164
garmenture	161.132852164
gashing	161.132852164
generalisations	161.132852164
gibbered	161.132852164
glaze	161.132852164
gleefully	161.132852164
glinted	161.132852164
glints	161.132852164
glove	161.132852164
glowering	161.132852164
gluttony	161.132852164
gnawing-reach	161.132852164
god-likeness	161.132852164
gold-hunters	161.132852164
gold-rush	161.132852164
gossamer	161.132852164
grandly	161.132852164
grape	161.132852164
grass-covered	161.132852164
greased	161.132852164
greediness	161.132852164
grievously	161.132852164
gripping-place	161.132852164
groom's	161.132852164
grooms	161.132852164
grovelling	161.132852164
growls	161.132852164
grunting	161.132852164
grunts	161.132852164
guessin	161.132852164
guffaw	161.132852164
guiltless	161.132852164
gustatory	161.132852164
gut-sewn	161.132852164
gut-whips	161.132852164
haggard	161.132852164
hair's-breadth	161.132852164
half-an-hour	161.132852164
half-brothers	161.132852164
half-crouching	161.132852164
half-dozen	161.132852164
half-shut	161.132852164
half-sobbing	161.132852164
half-somersault	161.132852164
handiwork	161.132852164
harkened	161.132852164
harry	161.132852164
harsh-fibred	161.132852164
hay-fields	161.132852164
hearn	161.132852164
heart-	161.132852164
heart-breaking	161.132852164
heart-broken	161.132852164
hectoring	161.132852164
het	161.132852164
hiding-	161.132852164
hiding-place	161.132852164
hips	161.132852164
hisses	161.132852164
hitching-post	161.132852164
hollow-eyed	161.132852164
holster	161.132852164
homesick	161.132852164
hooted	161.132852164
hooting	161.132852164
horde	161.132852164
house-dog	161.132852164
hundred-fold	161.132852164
hunger-need	161.132852164
hungrier	161.132852164
hungrily	161.132852164
hunky	161.132852164
hurtfulness	161.132852164
hurtle	161.132852164
huskies	161.132852164
hustled	161.132852164
hysterically	161.132852164
ignominiously	161.132852164
ilk	161.132852164
ill-made	161.132852164
ill-used	161.132852164
immediateness	161.132852164
imminence	161.132852164
immoral	161.132852164
impinged	161.132852164
impinging	161.132852164
impressing	161.132852164
imprints	161.132852164
incomprehensibly	161.132852164
indirection	161.132852164
indomitability	161.132852164
indulgently	161.132852164
inedible	161.132852164
ineradicably	161.132852164
inertness	161.132852164
infallibility	161.132852164
inferno	161.132852164
infinitesimal	161.132852164
ingratiatingly	161.132852164
insecurely	161.132852164
insistently	161.132852164
inter-play	161.132852164
intermittently	161.132852164
intonation	161.132852164
intonations	161.132852164
inveigle	161.132852164
investigatin'	161.132852164
ip	161.132852164
irate	161.132852164
iron-like	161.132852164
ironlike	161.132852164
irretrievably	161.132852164
irritatingly	161.132852164
irritations	161.132852164
iteration	161.132852164
jackrabbits	161.132852164
jauntily	161.132852164
jerky	161.132852164
jes'	161.132852164
jostled	161.132852164
jowl	161.132852164
jubilant	161.132852164
jugular	161.132852164
keen-	161.132852164
ki-yi's	161.132852164
kindliness	161.132852164
knowed	161.132852164
lacerated	161.132852164
lambasted	161.132852164
lashings	161.132852164
leafage	161.132852164
lem	161.132852164
licence	161.132852164
lied	161.132852164
life-blood	161.132852164
life-stuff	161.132852164
lightnin	161.132852164
littleness	161.132852164
living-room	161.132852164
loafing	161.132852164
lolled	161.132852164
long-established	161.132852164
long-legged	161.132852164
long-standing	161.132852164
lookout	161.132852164
loose-	161.132852164
lope	161.132852164
loud-stepping	161.132852164
love-	161.132852164
love-croon	161.132852164
love-god	161.132852164
love-song	161.132852164
love-tale	161.132852164
low-growing	161.132852164
low-roofed	161.132852164
lower-lying	161.132852164
luckier	161.132852164
lusts	161.132852164
mainspring	161.132852164
malarial	161.132852164
malevolently	161.132852164
malignancy	161.132852164
maltreat	161.132852164
man's	161.132852164
man-god	161.132852164
man-handled	161.132852164
man-hunt	161.132852164
man-reared	161.132852164
man-smell	161.132852164
man-trace	161.132852164
many-windowed	161.132852164
marauders	161.132852164
marshes	161.132852164
masques	161.132852164
mass-fight	161.132852164
mass-formation	161.132852164
mauled	161.132852164
mauling	161.132852164
maundered	161.132852164
measurements	161.132852164
meat-	161.132852164
meat-eaters	161.132852164
meat-supply	161.132852164
meditatively	161.132852164
memory-pictures	161.132852164
men's	161.132852164
metes	161.132852164
mimic	161.132852164
mirthless	161.132852164
mischief-maker	161.132852164
misjudgment	161.132852164
mistakin	161.132852164
misused	161.132852164
mix-up	161.132852164
mocassins	161.132852164
moist	161.132852164
moistness	161.132852164
money's	161.132852164
money-sack	161.132852164
moose-birds	161.132852164
moose-herds	161.132852164
moose-meat	161.132852164
moralise	161.132852164
mornin'	161.132852164
morosely	161.132852164
moroseness	161.132852164
moss-berry	161.132852164
moss-stuffed	161.132852164
motes	161.132852164
mother-	161.132852164
mother-ptarmigan	161.132852164
mountain-sides	161.132852164
mourner	161.132852164
movelessness	161.132852164
muddy	161.132852164
muddy-yellow	161.132852164
munched	161.132852164
mush-ice	161.132852164
musher	161.132852164
nag	161.132852164
nail-formation	161.132852164
near-by	161.132852164
nearness	161.132852164
neck-	161.132852164
nerve-racking	161.132852164
nerve-sensations	161.132852164
new-comer	161.132852164
night-	161.132852164
night-time	161.132852164
nip	161.132852164
non-	161.132852164
non-committal	161.132852164
non-killers	161.132852164
nook	161.132852164
nosing	161.132852164
nudged	161.132852164
nudging	161.132852164
nursed	161.132852164
objectified	161.132852164
objurgation	161.132852164
occultly	161.132852164
oft-times	161.132852164
ofttimes	161.132852164
on-rushing	161.132852164
one-half	161.132852164
one-sided	161.132852164
open-mouthed	161.132852164
optic	161.132852164
oracularly	161.132852164
oughter	161.132852164
ourn	161.132852164
out-croppings	161.132852164
out-manoeuvred	161.132852164
out-run	161.132852164
out-towered	161.132852164
outclassed	161.132852164
outdistancing	161.132852164
outgrew	161.132852164
outlying	161.132852164
outweighed	161.132852164
overguessed	161.132852164
overhauling	161.132852164
overlords	161.132852164
overstepped	161.132852164
overt	161.132852164
overzealous	161.132852164
pack-cruelty	161.132852164
pack-persecution	161.132852164
palmated	161.132852164
panicky	161.132852164
papoose	161.132852164
parlance	161.132852164
parsimony	161.132852164
paw-stroke	161.132852164
pawed	161.132852164
penalise	161.132852164
perjured	161.132852164
permeable	161.132852164
perpetration	161.132852164
personification	161.132852164
perturbations	161.132852164
pesky	161.132852164
petrifaction	161.132852164
petulantly	161.132852164
pigments	161.132852164
pin-cushion	161.132852164
pine-	161.132852164
pine-tree	161.132852164
pityingly	161.132852164
pivoted	161.132852164
placated	161.132852164
placation	161.132852164
planless	161.132852164
pleadingly	161.132852164
pleasurable	161.132852164
plodded	161.132852164
plodding	161.132852164
pocket-book	161.132852164
pooh-	161.132852164
porcupines	161.132852164
positiveness	161.132852164
possessive	161.132852164
postscript	161.132852164
pounding	161.132852164
praiseworthy	161.132852164
precipitous	161.132852164
predatory	161.132852164
